id,first_name,last_name,email,gender,ip_address,cgpa,passing_year,department,attendance,home_district,abroad_study,student_id,graduation_date,study_abroad_country,study_abroad_city,hsc_gpa,ssc_gpa
877,Fifine,Iwaszkiewicz,fiwaszkiewiczoc@blogs.com,Female,146.95.78.143,1.34,2007,Computer Science,16.61,Chicago,true,877,2016,China,Lab,3,2
878,Jackqueline,Rickard,jrickardod@japanpost.jp,Female,97.206.6.119,2.36,2010,Arts,99.39,Los Angeles,false,878,2011,Czech Republic,Hněvotín,3,4
879,Cate,Playdon,cplaydonoe@dropbox.com,Female,125.36.116.196,0.15,2006,Computer Science,8.38,Chicago,false,879,0,China,Longlou,3,4
880,Loni,Graeber,lgraeberof@netlog.com,Female,252.80.179.204,,2000,Medicine,95.23,Chicago,true,880,2013,Japan,Ageoshimo,5,1
881,Boothe,Casbolt,bcasboltog@yellowpages.com,Male,131.201.206.111,,2014,Arts,69.0,New York,true,881,2019,Ukraine,Bohorodchany,3,4
882,Gasper,MacGinlay,gmacginlayoh@artisteer.com,Male,164.227.237.31,,2022,Computer Science,98.28,Miami,false,882,2013,China,Yongfa,4,4
883,Willabella,Dooler,wdooleroi@harvard.edu,Female,55.50.3.25,0.87,2022,Medicine,68.77,Miami,false,883,2012,China,Hougaoshizhuang,4,4
884,Barclay,Reimers,breimersoj@nbcnews.com,Male,231.25.166.106,0.21,2011,Arts,60.58,New York,false,884,2008,Canada,East Angus,5,3
885,Clo,Extill,cextillok@jugem.jp,Female,61.10.189.87,1.01,2025,Arts,66.88,New York,true,885,2008,Argentina,Tandil,1,5
886,Salvatore,Louth,slouthol@cloudflare.com,Male,204.218.226.110,2.07,2024,Business,29.64,Houston,true,886,2016,Philippines,Maninihon,1,1
887,Archie,Perrinchief,aperrinchiefom@home.pl,Male,155.111.6.9,3.93,2006,Business,70.57,Los Angeles,false,887,2010,Cuba,Guisa,4,2
888,Shem,Boyett,sboyetton@disqus.com,Male,82.183.204.74,1.76,2019,Medicine,63.64,Houston,true,888,2011,Venezuela,Maturín,4,5
889,Sherlock,Pencot,spencotoo@vkontakte.ru,Male,70.177.21.71,2.64,,Computer Science,34.14,Miami,true,889,2020,Brazil,Canavieiras,4,1
890,Pooh,Arpur,parpurop@geocities.com,Female,181.124.177.162,1.47,2008,Business,73.27,Miami,false,890,2016,Canada,Beaconsfield,2,1
891,Kamilah,Pettis,kpettisoq@paginegialle.it,Female,253.124.147.163,0.92,2000,Business,98.35,Los Angeles,true,891,2016,China,Yangping,5,4
892,Sanford,Lobell,slobellor@webeden.co.uk,Male,129.132.24.177,2.92,2025,Business,45.97,Miami,true,892,2020,South Africa,Phuthaditjhaba,3,3
893,Barnie,Bowlesworth,bbowlesworthos@nba.com,Male,110.99.29.87,3.62,,Computer Science,8.31,Miami,false,893,2003,Brazil,Orleans,5,5
894,Crosby,Fleming,cflemingot@netscape.com,Male,22.192.100.151,,2010,Arts,29.07,Miami,false,894,2009,Russia,Yasenevo,5,1
895,Harriette,Murdy,hmurdyou@dot.gov,Female,137.73.205.23,0.04,2021,Arts,7.92,New York,false,895,2014,China,Botou,2,4
896,Kayley,Ryce,kryceov@army.mil,Female,212.173.20.110,2.25,2025,Engineering,57.09,Houston,true,896,2013,Syria,Al Ghāriyah,4,3
897,Jedd,Tunnadine,jtunnadineow@printfriendly.com,Male,135.34.98.110,1.2,2001,Computer Science,8.88,Miami,true,897,2008,Ukraine,Slavuta,1,3
898,Alwin,Petts,apettsox@blinklist.com,Male,86.193.128.16,2.33,2009,Business,81.16,Chicago,false,898,2002,Nigeria,Babura,2,5
899,Harman,Abberley,habberleyoy@ycombinator.com,Male,178.0.241.179,0.58,2009,Engineering,59.43,Los Angeles,true,899,2013,Spain,Lleida,1,3
900,Jakob,Bartholomieu,jbartholomieuoz@house.gov,Male,252.33.184.179,,2009,Business,92.57,Miami,true,900,2016,Philippines,Sankanan,3,2
901,Garrik,Pennock,gpennockp0@rediff.com,Male,199.22.198.146,3.06,2024,Engineering,45.55,Los Angeles,false,901,0,Philippines,San Isidro,5,4
902,Jammal,Stonard,jstonardp1@gizmodo.com,Male,137.141.127.117,0.38,2002,Business,3.03,Los Angeles,false,902,2008,Russia,Mezhdurechensk,1,2
903,Erin,Kenton,ekentonp2@cnbc.com,Female,231.219.102.46,3.38,2015,Computer Science,97.36,Miami,false,903,2013,Bulgaria,Gotse Delchev,4,5
904,Ruth,Shorten,rshortenp3@pcworld.com,Female,244.14.86.57,1.81,2001,Computer Science,5.93,Los Angeles,true,904,2020,China,Jinchang,3,2
905,Letizia,O'Skehan,loskehanp4@macromedia.com,Female,102.191.220.135,2.88,2008,Engineering,79.24,Miami,true,905,2012,Laos,Ban Houakhoua,4,1
906,Orlan,Maclean,omacleanp5@seattletimes.com,Male,243.246.73.249,0.01,2003,Arts,93.04,Los Angeles,false,906,2017,Portugal,Picassinos,4,4
907,Cyrillus,Henstone,chenstonep6@jalbum.net,Male,62.76.74.44,1.96,2006,Medicine,86.72,Los Angeles,true,907,2006,Russia,Bryansk,4,2
908,Benoit,Wand,bwandp7@flavors.me,Male,177.232.74.13,1.34,2007,Computer Science,3.41,Miami,false,908,2014,Egypt,Fuwah,3,1
909,Aland,Beecheno,abeechenop8@hhs.gov,Male,185.33.180.201,1.7,2021,Business,79.14,Houston,true,909,2015,China,Xin’an,2,4
910,Harlan,Ivakhin,hivakhinp9@networkadvertising.org,Male,3.13.36.251,0.82,2004,Computer Science,20.85,Houston,true,910,2004,Czech Republic,Zaječí,4,1
911,Jeanne,Bulman,jbulmanpa@pcworld.com,Female,146.186.41.251,2.92,2013,Engineering,40.98,Los Angeles,false,911,2014,Ukraine,Pershotravneve,2,5
912,Winnifred,Buckmaster,wbuckmasterpb@geocities.jp,Female,2.230.181.225,2.29,2005,Computer Science,56.57,New York,true,912,2015,Brazil,Itápolis,3,4
913,Yvor,Richardin,yrichardinpc@tinypic.com,Male,117.47.191.65,2.57,2001,Business,18.8,Los Angeles,true,913,2013,China,Nanfeng,1,5
914,Lian,Saph,lsaphpd@whitehouse.gov,Female,242.80.216.151,2.26,2024,Computer Science,70.69,Miami,true,914,2019,Philippines,Dugcal,4,3
915,Winifred,Britian,wbritianpe@opensource.org,Female,217.88.106.149,1.44,,Engineering,50.0,Chicago,false,915,2010,Poland,Nowogard,5,4
916,Davide,Marusyak,dmarusyakpf@bravesites.com,Male,222.189.19.212,,2017,Medicine,99.53,Miami,true,916,0,Indonesia,Kasturi,2,1
917,Stanly,Prinnett,sprinnettpg@time.com,Male,72.12.196.143,1.83,2019,Medicine,84.34,Chicago,true,917,2015,Sweden,Stockholm,1,3
918,Yancey,Filippazzo,yfilippazzoph@artisteer.com,Male,80.39.111.185,1.9,2004,Computer Science,48.35,Los Angeles,false,918,2015,Greece,Aiánteio,5,5
919,Cameron,Giannini,cgianninipi@ted.com,Male,148.216.85.180,2.69,2006,Computer Science,64.49,Los Angeles,true,919,2008,Brazil,Maracanaú,3,3
920,Tory,Marshland,tmarshlandpj@apple.com,Female,142.88.33.248,1.11,,Medicine,98.18,Houston,false,920,2014,China,Xijiao,3,5
921,Wyndham,Dudbridge,wdudbridgepk@clickbank.net,Male,246.65.130.13,0.4,2000,Medicine,46.1,Miami,false,921,2008,Armenia,Aygek,3,3
922,Benito,Rutigliano,brutiglianopl@domainmarket.com,Male,159.99.156.48,1.3,2011,Medicine,80.53,Chicago,true,922,2018,Bolivia,Charagua,5,2
923,Dorene,McFadzean,dmcfadzeanpm@google.com.au,Female,158.109.203.49,1.4,2023,Arts,48.46,Los Angeles,false,923,2018,France,Massy,3,2
924,Alfie,Doneld,adoneldpn@ihg.com,Female,168.143.40.140,2.85,2013,Engineering,95.47,Chicago,true,924,2006,Colombia,Espinal,4,3
925,Russ,Meiningen,rmeiningenpo@tinypic.com,Male,41.40.81.136,0.79,2023,Medicine,21.08,Miami,false,925,2012,Philippines,Santa Cruz,3,3
926,Brew,Caddan,bcaddanpp@jalbum.net,Male,16.130.2.47,1.61,2003,Medicine,45.36,Los Angeles,true,926,2014,Sweden,Perstorp,3,5
927,Falkner,Hollow,fhollowpq@digg.com,Male,89.225.96.114,2.21,2015,Medicine,59.0,Chicago,false,927,2015,Ghana,Duayaw Nkwanta,4,5
928,Brucie,Ysson,byssonpr@va.gov,Male,253.183.15.78,3.15,2015,Engineering,42.21,New York,true,928,2016,Argentina,Aviá Terai,5,1
929,Arnoldo,Halgarth,ahalgarthps@bigcartel.com,Male,95.150.55.158,1.16,2022,Arts,56.13,Miami,true,929,2020,Sweden,Oxelösund,1,4
930,Bettye,Semrad,bsemradpt@salon.com,Female,207.247.39.63,2.04,2019,Computer Science,59.96,Chicago,false,930,2013,Russia,Masalovka,3,4
931,Ortensia,Rossey,orosseypu@npr.org,Female,211.164.27.212,2.89,2001,Computer Science,82.62,Los Angeles,false,931,2018,Macedonia,Jankovec,2,4
932,Bartlet,Carmel,bcarmelpv@wired.com,Male,152.217.236.164,3.71,2014,Medicine,,New York,true,932,2018,Indonesia,Suwaru,5,1
933,Ceciley,Rydings,crydingspw@altervista.org,Female,228.179.32.178,1.3,2015,Business,42.36,Miami,false,933,2013,Netherlands,Apeldoorn,2,4
934,Annalee,Qusklay,aqusklaypx@nymag.com,Female,225.97.170.184,3.52,2023,Engineering,9.5,Miami,true,934,2013,Philippines,Mambago,1,4
935,Edvard,Pickin,epickinpy@desdev.cn,Bigender,101.143.201.174,,2008,Engineering,65.23,New York,true,935,2019,Philippines,Tiwi,1,2
936,Konstanze,Tesmond,ktesmondpz@about.me,Female,223.81.25.98,3.44,,Engineering,50.36,Los Angeles,false,936,0,Nigeria,Yenagoa,1,5
937,Emalia,Stanex,estanexq0@loc.gov,Female,27.46.203.3,0.15,2024,Business,14.22,Miami,true,937,2006,United States,Chicago,1,3
938,Alon,Woloschin,awoloschinq1@macromedia.com,Agender,118.143.158.225,2.67,2000,Engineering,13.65,New York,false,938,2019,China,Liangwangzhuang,4,5
939,Dunn,Sherwill,dsherwillq2@ihg.com,Male,232.247.254.88,2.45,2000,Business,13.58,Los Angeles,false,939,2009,Russia,Voznesen’ye,5,1
940,Nicola,Cardoe,ncardoeq3@bloomberg.com,Female,74.116.80.103,1.58,2020,Medicine,6.67,Los Angeles,false,940,2013,Poland,Łazy,2,1
941,Freddi,Luxford,fluxfordq4@java.com,Female,192.173.224.158,3.14,2023,Computer Science,66.7,Miami,true,941,2016,Indonesia,Boto,1,5
942,Rosemarie,Lawford,rlawfordq5@boston.com,Female,79.36.159.17,0.56,2016,Medicine,22.51,Los Angeles,false,942,2019,Portugal,Vale da Pedra,5,5
943,Caye,Heaney,cheaneyq6@netscape.com,Female,92.0.217.46,1.4,2012,Medicine,62.99,Los Angeles,false,943,2005,Czech Republic,Žďár nad Sázavou,3,4
944,Correna,Rankling,cranklingq7@time.com,Female,36.129.143.134,2.67,2018,Medicine,66.35,Los Angeles,false,944,2016,Philippines,Malandag,2,3
945,Ysabel,Bunker,ybunkerq8@stanford.edu,Female,102.160.166.14,2.77,2023,Arts,77.56,Miami,true,945,2013,Venezuela,Queniquea,1,3
946,Munmro,Weightman,mweightmanq9@tripadvisor.com,Male,87.50.117.3,2.18,2025,Medicine,22.54,New York,true,946,2020,Russia,Shchelkovo,3,5
947,Malvin,Chessman,mchessmanqa@ed.gov,Male,177.91.37.22,1.49,2023,Medicine,29.21,Miami,true,947,2008,Dominican Republic,Santiago de los Caballeros,5,5
948,Sonni,Lanigan,slaniganqb@sciencedirect.com,Non-binary,56.56.37.0,2.02,2012,Engineering,33.99,Los Angeles,false,948,2010,Madagascar,Ambovombe,1,1
949,Hobey,Dixon,hdixonqc@stumbleupon.com,Male,126.131.43.158,0.18,2001,Business,25.4,New York,true,949,2018,Sweden,Stockholm,4,4
950,Stevy,Retchford,sretchfordqd@amazon.com,Male,152.130.26.82,0.31,2014,Medicine,96.46,New York,false,950,2015,Colombia,Inírida,2,3
951,Mason,Bowley,mbowleyqe@smugmug.com,Polygender,171.127.119.156,3.96,2013,Arts,58.55,New York,false,951,2014,Indonesia,Putatbasiun,5,4
952,Gwenette,Atto,gattoqf@photobucket.com,Female,112.239.39.240,2.66,2009,Computer Science,58.87,New York,true,952,2011,Ireland,Naas,4,1
953,Kacey,Grinov,kgrinovqg@nature.com,Female,21.200.196.117,2.28,2002,Computer Science,18.32,Miami,true,953,2006,Brazil,Cruz Alta,5,1
954,Luciana,Davidsson,ldavidssonqh@google.fr,Female,64.106.54.115,2.06,2021,Engineering,22.55,New York,true,954,2011,China,Qiaotou,4,2
955,Florenza,Gisby,fgisbyqi@slideshare.net,Female,190.141.232.28,1.91,2020,Medicine,17.4,Los Angeles,false,955,2007,Serbia,Lukićevo,2,1
956,Morry,Herity,mherityqj@mtv.com,Male,22.42.137.92,3.94,2006,Business,12.97,New York,false,956,2009,Sweden,Årjäng,1,1
957,Yasmin,Druhan,ydruhanqk@sohu.com,Female,182.142.229.192,,2015,Engineering,33.86,Houston,true,957,2014,Portugal,Portalegre,4,1
958,Katee,Lightollers,klightollersql@wsj.com,Female,175.119.28.228,2.49,2002,Arts,15.53,Houston,true,958,2018,Czech Republic,Doudleby nad Orlicí,5,1
959,Jillian,Sugarman,jsugarmanqm@skyrock.com,Female,232.106.254.54,1.6,2013,Medicine,36.91,Los Angeles,false,959,2019,Cameroon,Wum,2,3
960,Kimberlee,Meddings,kmeddingsqn@zdnet.com,Bigender,138.147.194.109,1.54,2019,Medicine,77.1,Los Angeles,false,960,2014,Indonesia,Pasirangin Tiga,3,4
961,Meagan,Chinnick,mchinnickqo@icq.com,Female,30.245.21.131,2.71,2022,Computer Science,59.12,New York,true,961,2014,Poland,Stronie,1,3
962,Jacinta,Lantuffe,jlantuffeqp@gmpg.org,Female,50.220.172.216,3.66,2007,Computer Science,38.18,Chicago,false,962,2007,Philippines,San Narciso,2,5
963,Andrei,O'Cahsedy,aocahsedyqq@ted.com,Female,176.252.97.111,1.0,2012,Business,25.7,Chicago,false,963,2017,Brazil,Elias Fausto,2,2
964,Eveline,MacCaffery,emaccafferyqr@prnewswire.com,Female,24.7.151.154,3.96,2007,Business,7.8,New York,true,964,2018,Poland,Lelkowo,2,5
965,Aaron,Garnett,agarnettqs@discovery.com,Male,16.251.84.150,1.43,2014,Medicine,15.49,Chicago,false,965,2013,Thailand,Lat Lum Kaeo,2,5
966,Fraze,Boffin,fboffinqt@earthlink.net,Male,146.28.80.191,1.8,2009,Medicine,24.14,New York,false,966,2007,Peru,Magdalena,4,3
967,Mabelle,Melross,mmelrossqu@networksolutions.com,Female,24.88.172.182,3.85,2017,Business,32.65,Chicago,false,967,2003,Guatemala,Palestina de los Altos,2,1
968,Hedy,Byrd,hbyrdqv@bandcamp.com,Female,164.167.94.254,0.48,2003,Engineering,,Chicago,true,968,2013,Philippines,Buan,4,3
969,Tallie,Snasel,tsnaselqw@amazon.co.jp,Polygender,138.2.145.170,2.19,2003,Arts,56.24,Chicago,true,969,2007,Finland,Turenki,2,1
970,Marybeth,Puttergill,mputtergillqx@weather.com,Female,104.32.4.111,,2013,Medicine,12.39,New York,false,970,2012,Indonesia,Batutulis,4,4
971,Rafael,Speedin,rspeedinqy@noaa.gov,Male,184.53.52.197,1.63,2003,Computer Science,69.05,Houston,false,971,2017,China,Yi’an,3,1
972,Sig,Tellenbroker,stellenbrokerqz@usgs.gov,Male,254.85.132.19,2.33,2025,Business,59.18,Miami,false,972,2003,Serbia,Kuštilj,3,1
973,Obadias,Dunne,odunner0@fotki.com,Male,235.14.102.9,2.85,2020,Computer Science,13.74,Miami,true,973,2012,South Africa,Cofimvaba,4,3
974,Frasquito,McPake,fmcpaker1@github.io,Male,28.160.106.56,,2024,Business,15.51,New York,true,974,2015,Chile,Cartagena,3,2
975,Abel,Papachristophorou,apapachristophorour2@cornell.edu,Polygender,108.209.26.13,3.85,2016,Arts,30.39,Chicago,false,975,2014,Poland,Chociwel,2,1
976,Jephthah,McInally,jmcinallyr3@hubpages.com,Male,248.37.48.107,0.51,2017,Computer Science,90.78,Los Angeles,false,976,2005,Armenia,Dalarik,1,2
977,Dorise,Perryn,dperrynr4@ft.com,Female,85.232.27.54,1.72,2004,Arts,11.31,New York,true,977,2014,Bolivia,Las Carreras,3,3
978,Ramon,Darley,rdarleyr5@census.gov,Male,27.223.67.181,1.9,2004,Medicine,48.41,Chicago,false,978,2010,Tunisia,Tataouine,1,5
979,Desiree,Sambals,dsambalsr6@whitehouse.gov,Female,36.204.176.247,1.27,2016,Computer Science,5.32,New York,true,979,2012,Yemen,Ash Shawātī,1,5
980,Lianne,Perks,lperksr7@discovery.com,Female,120.44.35.252,0.48,2024,Computer Science,38.06,New York,true,980,2005,Portugal,Trajouce,5,5
981,Kala,Angerstein,kangersteinr8@kickstarter.com,Genderfluid,18.35.38.161,0.85,2009,Engineering,45.76,Los Angeles,false,981,2016,Philippines,Santa Fe,3,5
982,Muffin,Pont,mpontr9@ifeng.com,Female,186.5.157.113,2.49,2023,Engineering,35.33,Los Angeles,false,982,2018,Philippines,Paagahan,5,3
983,Brunhilde,McGeoch,bmcgeochra@clickbank.net,Female,50.202.158.225,0.41,2005,Engineering,62.08,Chicago,true,983,1999,China,Shipu,1,2
984,Kennith,Sabattier,ksabattierrb@hp.com,Male,91.133.73.85,2.3,2001,Arts,5.36,Los Angeles,false,984,2007,China,Xingzi,1,5
985,Archaimbaud,Brandts,abrandtsrc@opensource.org,Male,242.85.47.55,,2009,Computer Science,75.41,Houston,false,985,2010,Greece,Kallífytos,3,4
986,Cointon,Harries,charriesrd@tmall.com,Male,40.62.52.187,0.94,2020,Arts,25.29,Houston,false,986,2001,Indonesia,Tanahmerah,1,5
987,Shelba,Barthod,sbarthodre@admin.ch,Female,17.66.221.48,1.02,2025,Medicine,0.4,New York,true,987,2000,China,Haizigou,2,3
988,Gannon,Catley,gcatleyrf@cnet.com,Male,126.27.176.255,3.67,2016,Engineering,4.75,Chicago,true,988,2009,Peru,La Cuesta,3,2
989,Zonnya,Garrals,zgarralsrg@accuweather.com,Agender,147.163.81.82,3.99,2002,Business,35.79,Chicago,true,989,2005,Russia,Krasnyy Oktyabr’,2,5
990,Rodger,Baudassi,rbaudassirh@timesonline.co.uk,Male,32.10.124.90,3.45,2025,Arts,27.59,Miami,true,990,2017,Micronesia,Pisaras,2,5
991,Frederik,Baltzar,fbaltzarri@shareasale.com,Male,28.171.200.194,1.51,2021,Computer Science,40.02,Los Angeles,true,991,2020,South Korea,Goseong,1,4
992,Balduin,Murrock,bmurrockrj@elegantthemes.com,Male,235.8.198.179,2.47,2005,Business,35.15,Los Angeles,true,992,2014,France,Clermont-Ferrand,2,4
993,Howard,Lankham,hlankhamrk@prlog.org,Male,125.213.179.210,0.14,2023,Computer Science,45.78,Los Angeles,true,993,2002,Ireland,Athlone,2,4
994,Marthe,Ollerton,mollertonrl@usatoday.com,Bigender,32.128.133.189,0.17,2012,Engineering,5.7,Chicago,true,994,2005,China,Kaishantun,4,1
995,Chadd,Biddle,cbiddlerm@ibm.com,Male,126.101.218.137,0.86,2003,Business,24.52,Chicago,false,995,2018,China,Yanglinwei,1,3
996,Catharina,Bradtke,cbradtkern@pcworld.com,Female,52.162.96.226,0.49,2015,Medicine,,Chicago,false,996,2019,Palestinian Territory,Dayr Abū Ḑa‘īf,5,4
997,Anastasia,Lowde,alowdero@blog.com,Female,199.250.191.241,0.37,2009,Computer Science,8.18,Chicago,true,997,2011,Venezuela,El Corozo,3,1
998,Tandi,Whitlock,twhitlockrp@skyrock.com,Female,156.191.196.6,1.04,2023,Medicine,92.6,New York,false,998,2011,Sweden,Motala,3,3
999,Malvina,Tuhy,mtuhyrq@bloglines.com,Non-binary,49.201.10.99,,2017,Medicine,61.29,New York,true,999,2008,Pakistan,Nārang,1,4
1000,Kissee,Okeshott,kokeshottrr@msu.edu,Female,169.43.29.34,2.22,2018,Arts,70.99,Miami,false,1000,2004,Uganda,Amuru,3,3
